Country of Birth,Country of Residence,Film Category,Duration,Production Year,Connection With Kiarostami,Inspired By Kiarostami,Created At,Rejected,First Listed,Final Listed,Email Sent,Gender,Age,duration_mm_ss,Inspired_By_Kiarostami_clean
Iran,Iran,Video Art,01:43,2015,درکی که من از تجربه‌گری عباس کیارستمی در روایت سینمایی دارم در این ویدئو بازتاب پیدا کرده است. داستان‌هایی که کیارستمی روایت می کند گاهی آنقدر ساده و بی‌تکلف به نظر می‌رسد که به تجربه‌های روزانه زندگی پهلو می زند. حتی گاهی مشاهدات و احساسات روزانه در لابه‌لای پی‌رنگ‌های داستانی فیلم‌های او به شکل زنده و پویا جریان پیدا می‌کنند و ابعادی متفاوت از صرف یک روایت خطی را شکل می‌دهند. در فیلم‌های کیارستمی لحظه‌هایی هست که انگار او قصد دارد مخاطب را فارغ از داستانی که دنبال می‌کند به یک نوع تامل و ادراک درونی از موقعیت و فضا دعوت کند. در خیلی از فیلم‌های کیارستمی با چنین دعوتی از طرف کیارستمی روبه‌رو می‌شویم. مکث روی بند رخت‌های شسته‌شده در فیلم «خانه دوست کجاست» یا غلطیدن یک سیب در مسیر سراشیبی کوچه‌های روستا در فیلم «باد ما را با خود خواهد برد» از این جمله است. بعضی وقت‌ها انگار این لحظه‌ها و موقعیت‌ها عصاره و جوهره درونی فیلم‌های او را به ما یادآوری می‌کند و علاوه بر این معیارهای زیبایی‌شناسانه فیلمساز را هم برای مخاطب توضیح می‌دهد. در ویدئوی «طبیعت بیجان» از این ویژگی فیلم های کیارستمی تاثیر گرفته شده است. در واقع نوع نگاه او به لحظه‌های گذرای زندگی روزانه و این بخش از جهان‌بینی کیارستمی در فیلم‌هایش، به طور مشخص الهام‌بخش من برای ساخت این ویدئو بوده است.,از نظر اتمسفر و فضا از فیلم «خانه دوست کجاست» تاثیر زیادی گرفته‌ام. به‌نظر من معیارهای زیبایی‌شناسی کیارستمی در این فیلم تا اندازه زیادی آشکار می‌شود.,2024-05-28 10:55:22.767796+00:00,False,True,True,True,Male,55.0,01:43,Yes
Iran,Iran,Fiction,10.37 دقیقه,2024,فیلم های کیارستمی را دیده ام و ارتباط فیلم من با آثارش روابط اجتماعی در جامعه است,بله فیلم طعم گیلاس را چند بار دیده ام این که نشان میداد مردم جامعه در هر قشری و با هر فرهنگی که هستند در مقابل پول کار خلاف شرع انجام نمیدهند,2024-05-28 16:06:40.575681+00:00,True,False,False,False,Male,42.0,ٖ10:37,Yes
Iran,Iran,Fiction,6,2024,کودک و تربیت کودک در آثار استاد کیارستمی وجه چشمگیری دارد و بنده نیز در این فیلم تلاش کردم این دو شاخصه را در فیلم خود داشته باشم که امیدوارم این امر در نتیجه اثر نیز مشهود باشد,خیر,2024-05-28 19:19:25.909024+00:00,True,False,False,False,Male,,06:00,No
Iran,Iran,Fiction,3,2025,این اثر به شیوه مستند داستانی و بصورت پلان سکانس می باشد. تقابل و تشابه و مکمل بودن انسان و طبیعت را به تصویر می کشد.,با اپیزود دوم فیلم پنج استاد کیارستمی در ارتباط مستقیم بوده و تقابل و تشابه و مکمل بودن انسان و طبیعت را به تصویر می کشد,2024-05-28 19:51:43.099253+00:00,True,False,False,False,Female,,03:00,Other ways
Iran,Iran,Animation,7 دقیقه,2024,این فیلم همانند فیلم های استاد کیارستمی فضایی شاعرانه همراه با تنش و التهاب دارد. فضایی داستان یک خانواده را روایت میکند.,خیر - فیلم به صورت مستقل ولی در قالب آثار استاد کیارستمی میباشد.,2024-05-28 20:00:34.838460+00:00,True,False,False,False,Male,19.0,07:00,No
Iran,Iran,Animation,4 دقیقه,2025,این فیلم همانند فیلم های استاد کیارستمی فضایی شاعرانه همراه با تنش و جنگ دارد. فضایی که داستان بدل شدن یک عشق به فراق بدل میشود.,خیر - فیلم به صورت مستقل ولی در قالب آثار استاد کیارستمی میباشد.,2024-05-28 20:14:15.629287+00:00,True,False,False,False,Male,19.0,04:00,No
Iran,Iran,Fiction,16:45,2024,"فیلم ما سه تا از مضامین اصلی آثار عباس کیارستمی را دارد : 
۱- ارتباط انسان و طبیعت
۲- تاکید بر اتفاقات و تصمیمات بسیار ساده در متن زندگی 
۳- جاده و تحولات شخصیت جاده ای",خیر به شکل مستقیم الهام نگرفته ایم اما فیلم ما درباره ی مرگ و زندگی است و فیلم طعم گیلاس نیز در خصوص مرگ و زندگی است,2024-05-28 20:26:11.517280+00:00,True,False,False,False,Female,37.0,16:45,Yes
Iran,Iran,Fiction,13,2024,کار با کودکان,خیر,2024-05-28 22:16:11.139795+00:00,True,False,False,False,Male,39.0,13:00,No
Iran,Iran,Video Art,2,2025,رابطه یادگیری و کلاس آموزشی است...,از مینی مالیسم و سادگی فیلمهای کیارستمی الهام گرفته ام,2024-05-29 05:50:34.129531+00:00,True,False,False,False,Male,,02:00,Other ways
Iran,Iran,Experimental,2,2024,برای من کلاس درس است...,از سادگی و روایت آن استفاده میکنم...,2024-05-29 05:58:57.068551+00:00,True,False,False,False,Male,,02:00,Other ways
Iran,Iran,Documentary,22,2024,امید به زندگی- تنهایی- طبیعت- سادگی- بحران پیری,"استفاده از بازیگرهای بومی. نوع ارتباطات انسانها با یکدیگر. 
الهام گرفته از فیلم ""باد مرا خواهد برد""...",2024-05-29 07:49:28.550978+00:00,True,False,False,False,Male,,22:00,No
Iran,Iran,Fiction,24,2021,صلح- مهربانی- عشق و دوست داشتن هم-,خیر,2024-05-29 08:07:54.109845+00:00,True,False,False,False,Male,,24:00,No
araq,Iran,Experimental,6:31 . شش دقیقه و سی و یک ثانیه,2025,سبک مینیمال استاد عباس کیارستمی که موجب شد علاقه من به سینما شکل بگیره واینگونه فیلم بسازم,نه,2024-05-29 10:38:32.157243+00:00,True,False,False,False,Male,,06:31,No
Iraq,Iran,Experimental,2:12 . دو دقیقه و 12 ثانیه,2025,مینیمال بودن سبک ایشون,خیر,2024-05-29 10:44:10.129225+00:00,True,False,False,False,Male,21.0,ٖ02:12,No
Iraq,Iran,Experimental,4:44,2024,ندارد,خیر,2024-05-29 10:47:37.645466+00:00,True,False,False,False,Male,21.0,04:44,No
Iraq,Iran,Experimental,1:39,2023,مینیمال بودن فیلم های کیارستمی,نه,2024-05-29 10:52:03.513305+00:00,True,False,False,False,Male,21.0,01:39,No
Iran,Iran,Documentary,۴ دقیقه,2018,در بیان ساده و معنای زندگی و مرگ,سینمای عباس کیارستمی سرشاز از معانی فلسفی و عمیقی ست که هر بیننده ای را که در جست و جوی معنا و مفهوم انسان و زندگی و مرگ باشد را به خود درگیر میکند، بی شک من هم مستثنا نیستم از جمع مخاطبان او و قسمتی از علاقه ی شخصی خود به سینما و تحصیل در این رشته را مدیون آثار او هستم. مخصوصا به عنوان یک ایرای و پارسی زبان که میتوانم ارتباط حسی عمیقتری با آثار او برقرار کنم.,2024-05-29 12:15:27.652613+00:00,True,False,False,False,Male,,04:00,Other ways
Iran,Iran,Experimental,22 minutes,2024,"From my point of view, the most important characteristics of master Kiarostami's cinema

Peace with nature

Showing reality without recreating reality

Using photographic framing in filmmaking

Multiplicity of concepts and meanings

natural light","Yes, I am inspired by them
If we follow poetic cinema
One of the most important sources of this genre is the works of Kiarostami",2024-05-29 17:16:20.260663+00:00,True,False,False,False,Male,,22:00,Yes
Iran,Iran,Documentary,۲۳,2022,تاثیر پذیرفته از فرم روایی آثار کیارستمی...,خیر,2024-05-29 20:30:19.652604+00:00,True,False,False,False,Male,,23:00,No
Iran,Iran,Fiction,۲۲,2024,تاثیر پذیره از آثار کیارستمی ، فرم روایی آثار او,خیر,2024-05-29 20:35:40.286261+00:00,True,False,False,False,Male,,22:00,No
Iran,Iran,Documentary,8:52,2025,ارتباط مستقیمی نیست ولی این فیلم به تقلید از شیوه تولید اقای کیارستمی ساخته شده,مشق شب,2024-05-29 21:43:30.202641+00:00,True,False,False,False,Male,31.0,08:52,Other ways
Iran,Iran,Experimental,2,2019,"نماد درخت،
ارتباط با طبیعت(پیوند ناگسستنی انسان با طبیعت)-امید و رستگاری(قدرت آنها(درختان) در تحمل سختی ها) هویت و تعلق(ریشه در خاک، به عنوان نمادی از پیوند شخصت ها با سرزمین خود)
درختان فقط یک عنصر بصری زیبا نیستند، بلکه نقش کلیدی در انتقال مفاهیم عمیق و فلسفی دارند.","خانه دوست کجاست؟(احمدپور: همینجا بغل درخت... اون درخت
مرد: درخت که عزیزم ما خیلی داریم اینجا
احمدپور: بغل درخت خشک 
مرد: درخت خشک هم خیلی داریم
)، 
طعم گیلاس، ده، کپی برابر اصل

کیارستمی در مصاحبه‌ای گفته است؛ تنهایی خیلی باشکوه است... و همانطور که درخت در تنهایی درخت‌تر، آدم در تنهایی آدم‌تر است. عکس‌های کیارستمی گواه این ادعا هستند که اگر چه او در عین حال که به طبیعت و عناصر آن اهمیت می‌دهد، امّا تک درخت و تنهایی آن، چهره ممتازتری در نزد اوست. در حقیقت درختان در آثار کیارستمی بیشترین کاربرد را در میان فیلم‌های سینمایی دارند؛",2024-05-30 10:50:22.814709+00:00,True,False,False,False,Male,,02:00,No
Iran,Iran,Fiction,7:50,2024,در شیوه‌‌ی روایت و استفاده از حداقل امکانات، از سینمای غنی عباس کیارستمی الهام گرفتیم. در این فیلم کوتاه با استفاده از فضای مینی مالیستی و بودجه‌ی کم سعی بر این داشتیم تا داستانی را روایت کنیم بر مبنای دو بازیگر و یک لوکیشن پشت بام. از امکانات صرفا موجود استفاده کردیم و تمام سعی خود را کردیم تا از محدودیت و دشواری‌هایی که بر سر راهمان قرار داشت برای خیال پردازی و خلاقیت بیشتر استفاده کنیم. همانطور که نمونه های مختلفی از این نوع فیلمسازی مینی مالیستی و مستقل را در سینمای عباس کیارستمی شاهد هستیم.,در این فیلم از شیوه ی روایت و فرم عباس کیارستمی بسیار الهام گرفته ایم. سفر قهرمان در یک نیم روز و خیال پردازی و کشف و شهودی که برای رسیدن به مقصد و یا رسیدن به جواب سوال خود مطرح می کند. یکی از پرسش های اساسی این فیلم این است که آیا دنیا بدون خیال پردازی جای زیبایی است؟ و تمام مسیری که قهرمان فیلم طی می کند در جهت جواب دادن به این سوال است.,2024-05-30 13:34:47.958529+00:00,True,False,False,False,Female,,07:50,Other ways
iran,Iran,Fiction,14:59,2023,"The narrative and documentary style of the film frames, as well as the way of narrating the script and dealing with a topic such as the LGBT community, can be a model of Abbas Kiarostami's filmmaking style.","Therefore, this film is in line with Kiarostami's works, in which he tried to be inspired by various elements of art such as painting, photography, and music. The whole work is an impression of Picasso's painting, which can be seen at the beginning of the work. Also, a combination of arts, which is called high-tech art in a way.",2024-05-30 15:14:15.756640+00:00,True,False,False,False,Male,37.0,14:59,Other ways
Iran,Iran,Fiction,60 ثانیه,2023,سادگی فیلمها,به به سادگی فیلمها توجه کرده ام,2024-05-30 16:06:57.937731+00:00,True,False,False,False,Male,47.0,01:00,Other ways
Iran,Iran,Fiction,60ثانیه,2022,سادگی در تصویر برداری,بله ساگی,2024-05-30 16:15:06.223664+00:00,True,False,False,False,Male,,01:00,Yes
Iran,Iran,Fiction,60 ثانیه,2020,سادگی و تصویر های فیلم,بله  سادگی فیلمها,2024-05-30 16:24:52.895480+00:00,True,False,False,False,Male,,01:00,Yes
Iran,Iran,Fiction,60 ثانیه,2024,سادگی,بله سادگی و عکاس گونه تصاویر,2024-05-30 16:32:54.280240+00:00,True,False,False,False,Male,,01:00,Yes
Iran,Iran,Fiction,100ثانیه,2019,سادگی فیلما,بله سادگی فیلمها,2024-05-30 16:40:12.888011+00:00,True,False,False,False,Male,,01:40,Yes
Iran,Iran,Fiction,5:23 ثانیه,2022,سادگی,بله سادگی,2024-05-30 16:53:06.344795+00:00,True,False,False,False,Male,,ٖ05:23,Yes
Iran,Iran,Fiction,12 دقیقه,2024,صادق بودن,نه,2024-05-30 17:45:18.206812+00:00,True,False,False,False,Male,25.0,12:00,No
Tehran,Iran,Experimental,8:33,2020,"I made this movie for the interest in stationary camera, static shots, empty space, and notion of the primitive human being in modern world",Close up,2024-05-30 18:10:13.179409+00:00,True,False,False,False,Male,27.0,08:33,Other ways
Iran,Iran,Experimental,6:11,2024,"Kiarostami's cinema, with its precise and meticulous perspective and intelligent interpretation of reality, has always been an inspiration to me.","Kiarostami's films, such as ""5"" and ""24 Frames,"" which transform a slice of life from a fixed frame into a narrative, have been incredibly astonishing and instructive.",2024-05-30 18:49:26.965591+00:00,False,True,True,True,Male,37.0,06:11,Other ways
Iran,Iran,Fiction,۱۱ دقیقه,2023,نگاهی مجدد به روابط انسانی، آنچه در تعریف و‌ چارچوب های مرسوم پذیرفته و رواج یافته و آنچه واقعا ممکن است رخ دهد.,فیلم کپی برابر اصل، آنچه در فیلم است برای من تعریف مجدد عشق و روابط احساسی میان زن و مرد و اینکه آیا واقعا این مسئله، یعنی عشق آنگونه که در تعریف همگانی است در زندگی شخصی ما تحقق پیدا می کند؟,2024-05-30 20:39:49.270857+00:00,True,False,False,False,Female,30.0,11:00,No
Tehran,Iran,Video Art,01:01,2024,Philosophy of Zen Buddhism and naturists view of Human body.,24  frame,2024-05-30 20:47:01.565680+00:00,False,True,True,True,Male,27.0,01:01,Other ways
Iran,Iran,Experimental,۵ دقیقه,2025,برگرفته از جهان واقعی و نگاه عباس کیارستمی,"باد ما را خواهد برد
خانه‌ی دوست کجاست
طعم گیلاس
و عکس‌های عباس کیارستمی",2024-05-30 21:07:49.899423+00:00,True,False,False,False,Male,43.0,05:00,No
Iran,Iran,Fiction,13,2024,من عاشق سادگی و صداقتی هستم که تو کارهای آقای کیارستمی موج میزنه و سعی کردم توی این فیلم کوتاه هم همین کارو انجام بدم.,به طور مستقیم الهام نگرفتم اما یادم میاد موقع دیدن یکی از کارهای مستندگونه او مثل فیلم کلوزآپ به شدت تحت تاثیر سادگی و درعین حال زیبایی عمق کار او قرار گرفته بودم و این فیلم انگیزه و اعتمادبنفس من رو برای ساخت یک فیلم کوتاه در ژانر مستندنمایی افزایش داد که حاصل اون هم همین شاخداره.,2024-05-31 06:23:20.676171+00:00,False,True,True,True,Male,,13:00,Yes
Iran,Iran,Fiction,22,2023,"ارتباط محتوایی با سینمای آقای کیارستمی؛ تلاش یک انسان برای ادامه ی حیات است.
  زنی که تلاش می کند در بدترین شرایط زندگی اش همچنان  به زندگی و مقاومت ادامه دهد.",خیر,2024-05-31 12:06:16.660088+00:00,True,False,False,False,Female,,22:00,No
Iran,Iran,Fiction,10,2023,سینمای ناتورالیستی,بصورت مستقیم خیر,2024-05-31 15:59:45.933861+00:00,True,False,False,False,Female,,10:00,No
Iran,Iran,Fiction,10,2024,شاعرانگي,تحت تأثير,2024-05-31 19:30:03.560381+00:00,False,True,True,True,Male,51.0,10:00,Other ways
Iran,Iran,Documentary,٢٤,2022,شاعرانگی,تحت تاثیر,2024-05-31 19:36:13.434467+00:00,True,False,False,False,Male,51.0,24:00,Other ways
Iran,Iran,Fiction,19,2023,ارتباط این فیلم با آثار آقای کیارستمی مربوط به سبک روایی فیلم‌های ایشان و همچنین نوع قاب‌بندی و دکوپاژ فیلم می‌باشد.,در این فیلم به صورت مستقیم از فیلم طعم گیلاس الهام گرفته شده است. در اینجا اولا نوع نگاه آقای کیارستمی به زندگی در این فیلم بسیار الهام بخش ما بود و ثانیا نوع بازی گرفتن آقای کیارستمی در این فیلم از آقای همایون ارشادی به ما کمک شایانی کرد.,2024-06-01 08:14:01.612681+00:00,True,False,False,False,Male,29.0,19:00,Other ways
Iran,Iran,Fiction,03:18,2023,ما در فیلم کبریت تلاش کردیم در مسائل فنی از استاد کیارستمی وام بگیریم، روایت غیر خطی را تجربه کنیم و در بازیگردانی سعی کنیم از بچه ها بازی های ساده روان و خالصی نشان دهیم .,خیر,2024-06-01 12:41:08.799837+00:00,True,False,False,False,Male,,03:18,No
Iran,Iran,Fiction,18:22,2021,اتاق عقد مانند برخی از آثار کیارستمی با زمان در ساختار روایی بازی میکند، این فیلم با استفاده از تکنیک های روایی خلاقانه و غیر متعارف به دنبال نو آوری و فرم شکنی ست، داستانی که این فیلم راوی آن است در تلاش است با بینش جهانی که موضوع جهانی جنگ و صلح را از زاویه ی نگاه یک زن روایت کند.,خیر,2024-06-01 12:52:02.499597+00:00,True,False,False,False,Male,,18:22,No
Iran,Iran,Fiction,7 دقیقه,2009,"این فیلم برای ورکشاپ آقای کیارستمی  در سال 1387 با موضوع ""در"" ساخته شده است . در آن دوره به عنوان فیلم اول انتخاب شده است.",بله تحت تاثیر نگاه مینیمالِ آثار آقای کیارستمی ساخته شده است.,2024-06-01 13:50:30.002140+00:00,True,False,False,False,Female,51.0,07:00,Yes
Iran,Iran,Fiction,10:45,2021,فیلم اژدها لازم می‌شود با آقای کیارستمی و آثارش ارتباطی ندارد,فیلم اژدها لازم می‌شود به شکل مستقیم از آثار آقای کیارستمی الهام نگرفته یا تحت تاثیر آن نبوده است.,2024-06-01 13:57:41.318281+00:00,True,False,False,False,Male,,10:45,Other ways
Iran,Iran,Fiction,19,2022,ادا و اطوارهای انتلکتی رو دوست ندارم. از این جهت میگم که این حرف شاید انتلکتی به نظر بیاد. اما من برای احترام به دغدغه های شخصی و آن چه برای من اولویت به حساب میاد انرژی میذارم. دقیقا همون کاری که استاد کیارستمی انجام داد. صرف زندگی برای دغدغه هایی که در پس سالها زیست و تجربه به دست آمد,خیر,2024-06-01 14:08:40.023010+00:00,True,False,False,False,Male,,19:00,No
China,Kazakhstan,Fiction,23,2023,"Abbas Kiarostami's profound influence on my film is undeniable, shaping not only its narrative but also its visual and thematic essence. His unique approach to storytelling, characterized by simplicity and depth, has deeply inspired me. Kiarostami's ability to capture the profound within the mundane, to explore human emotions through subtle, everyday interactions, is something I strive to emulate in my work.
In particular, Kiarostami's films often blur the lines between fiction and reality, creating a sense of authenticity and intimacy that resonates deeply with audiences. This approach has guided my vision, encouraging me to create a film that feels real and relatable, yet layered with meaning and emotion.
Moreover, Kiarostami's contemplative style, where silence and stillness speak volumes, has profoundly influenced my direction. His films often allow the audience to reflect, to find their own interpretations within the narrative. This aspect of his work has inspired me to craft a film that invites viewers to engage actively, to ponder and reflect on the themes presented.","Abbas Kiarostami’s works have profoundly inspired and influenced my filmmaking, particularly ""Taste of Cherry,"" ""Close-Up,"" and ""Like Someone in Love."" These masterpieces have shaped my narrative style, visual aesthetics becoming cornerstones of my artistic vision.
""Taste of Cherry,"" my favorite film of all time, profoundly impacted my approach to storytelling. Kiarostami's use of minimalism and profound existential themes in this film resonated deeply with me. The film's contemplative pace and open-ended conclusion have inspired me to create narratives that invite viewers to reflect and find their own meanings, rather than providing clear-cut answers.
""Like Someone in Love,"" set in Japan, demonstrates Kiarostami's versatility and his talent for capturing the essence of different cultures while maintaining his unique storytelling style. This film has influenced me to embrace a more global perspective in my storytelling, recognizing the universal emotions and experiences that connect us all. The film’s delicate portrayal of human relationships and the nuanced performances of its actors have encouraged me to prioritize authenticity and emotional truth in my own work.",2024-06-01 14:25:09.081246+00:00,False,True,True,True,Female,,23:00,Other ways
Iran,Iran,Experimental,9,2025,"مشخصا با نماد درخت می توان این ارتباط را توضیح داد.
درختان نقش محوری در سینمای عباس کیارستمی ایفا می کنند.
در فیلم ""غروب حلزون های سبز"" هم این اتفاق رقم خورده، و درختان نقش محوری را ایفا می کنند:
ویژه تر :نماد مرگ و زندگی، امید و رستگاری
در صحنه ای از فیلم"" غروب حلزون های سبز"" درختی به دار آویخته شده، و در صحنه ای دیگر، قاصدکی روی شاخه ای گیر کرده و باد آن را تکان می دهد. و دوباره در صحنه ای دیگر درختان دارند مویه می کنند بر عزیز از دست رفته شان.","تحت تاثیر

باد ما را خواهد برد: ارتباط و معنویت
درختی که در قربستان وجود دارد
طعم گیلاس: زندگی و مرگ
شخصیت به دنبال درختی می گردد که زیر آن دراز بکشد و بمیرد
زیر درختان زیتون:
درختان زیتون در این فیلم نمادی از امید و رستگاری است.",2024-06-01 14:40:02.291983+00:00,True,False,False,False,Male,,09:00,Other ways
Iran,Iran,Experimental,۱:۴۰,2025,آثار کیارستمی همیشه نمایانگر حقیقت و آنچه که اتفاق افتاده بود، آنچه که در این فیلم می‌بینید به همین شکل است! آنچه‌که در لحظه اتفاق افتاده.,خیر، تنها ماهیت فیلم از ماهیت فیلم‌های کیارستمی تاثیر گرفته.,2024-06-01 16:16:34.230453+00:00,True,False,False,False,Female,,01:40,No
Iran,Iran,Experimental,۱:۴۰,2025,فیلم‌های کیارستمی همیشه حقیقتِ یک اتفاق را به دور از رنگ و ریا به پرده میکشید، در این فیلم سعی بر آن است تا حقیقت آنچه که اتفاق می‌افتد حتی در یک لحظه معمولی را به تصویر بکشم.,خیر، تنها ماهیتِ والریا تحتِ تاثیر فیلم‌های کیارستمی است.,2024-06-01 17:07:16.546130+00:00,True,False,False,False,Female,,01:40,No
Iran,Iran,Experimental,۱:۱۲ یک دقیقه و دوازده ثانیه,597,من با تماشای فیلم های اقای کیارستمی به نگاه شاعرانه  و هایکویی ایشان  در فیلم هاش علاقه مند شدم و دوست دارم در این مسیر قدم بزارم,بله،  لحظه های ساده ولی ناب زندگی مثل اکثر فیلم های ایشان,2024-06-01 20:45:16.933743+00:00,True,False,False,False,Male,42.0,01:12,Yes
Iran,Iran,Fiction,17:17,2024,بطور مستقیم اگه بخوام اشاره کنم تمام تلاشم این بوده که فیلم فرم سینمایی داشته باشه و مسئله را بدون قضاوت و به ساده ترین شکل ممکن روایت کنم نه اینکه داستان تعریف کنم. سعی کردم از پر حرفی و پلان های اضافه دوری کنم و یک مسئله پیچیده را ساده روایت کنم که امیدوارم این چنین که فکر میکنم باشه.,خیر,2024-06-01 21:34:53.312326+00:00,True,False,False,False,Male,,17:17,No
tunis,Tunis,Fiction,07:51,2023,"The relationship that combines my film and director Kiarostami's works is the way of narrating events and austerity through my use of cinematic tools in drawing my cinematic material, Director Kiarostami was based on a minimalistic material and he represents the minimum of cinematic means in his works.",no,2024-06-01 22:46:50.956039+00:00,True,False,False,False,Male,,07:51,No
Iran,Iran,Fiction,7,2019,سینمای جاده ای و ناتورالیستی,الهام بصورت مشخص و مستقیم نبوده اما فیلمساز خود را وام دار سینمای استاد کیارستمی میداند,2024-06-01 23:43:30.687677+00:00,True,False,False,False,Male,,07:00,Other ways
Iran,Iran,Fiction,03:19,2023,"اکثر اثار استاد کیارستمی بر مبنای به تصویر کشیدن روابط انسانی بین شخصیت هاست و بسیار استادانه روابط بین فردی و درونیات کاراکترها را نشان می دهند، طوری که احساساتی که بین شخصیت ها وجود دارد برای مخاطب بسیار ملموس است، خصوصا دیالوگ های بسیار تاثیرگذار و قابل تامل که از فلسفه وجودی هر کاراکتر بر می اید.
از این رو محوریت موضوع فیلم کاغذ روی شیشه هم روابط انسانی است.",با توجه به توضیحات قبل دغدغه شخصی بنده هم انسانیت و روابط بین افراد است، موضوعی که این روزها شاید بسیار کمرنگ شده باشد، سعی من زنده نگهداشتن این تفکر است که بی تاثیر از تماشای اثار استاد کیارستمی نیست,2024-06-02 10:12:46.283698+00:00,True,False,False,False,Male,,03:19,Other ways
Iran,Iran,Fiction,14.47 / چهارده دقیقه و چهل و هفت ثانیه,2022,"یکی از مشخصه‌های اصلی فیلم‌های کیارستمی، روایت داستانی ساده در موقعیتی است که در روزمره‌گی کاراکترها اتفاق می‌افتد اما در عین حال دارای پیچیدگی‌هایی است که در روایت جزییات زندگی آنها شکل می‌گیرد. 
شاید به طور ناخودآگاه و بر اساس تاثیری که جهان کیارستمی روی هر مخاطب علاقمند خود می‌گذارد، من نیز از این جهان بهره‌ای گرفته‌ام که سبب شده تا داستان‌هایم بر مبنای چنین مشخصه‌هایی بسط پیدا کند. 
در فیلم voice نیز با بهره گرفتن از چنین تجربه‌ای، تلاش کردم تا داستانی ساده را با جزییات زندگی یک صدابردار سینما تصویر کنم. جهان این داستان در یک ماشین روایت می‌شود اما شاید بتوان این ماشین را استعاره‌ای از زندگی عاشقانه‌ای دانست که سال‌هاست عقیم شده است. مانند زندگی بسیاری از ما در ایران. علاوه بر این شاید در فرم بتوان فیلم ویس را مشابه فیلم ده عباس کیارستمی معرفی کرد. چون در هر دو این آثار داستان کاملا در یک ماشین می‌گذرد.","بله. لازم است که از دو منظر به این پرسش پاسخ داده شود. 
اول.همانطور که در بخش پیشین گفتم، من نیز مانند بسیاری از مخاطبان مشتاق سینمای عباس کیارستمی از جهان‌بینی ارائه شده در آثار او بهره گرفته‌ام و این موضوع به اینکه بتوانم نگاه خاص و مستقل خود را پیدا کنم، کمک کرده است. اما این به معنای آن نیست که بخواهم فیلمی بسازم که از یکی از آثار عباس کیارستمی وام گرفته شده باشد. 
دوم. «مسافر»، «تجربه»، «خانه دوست کجاست»، «طعم گیلاس»، «ده» فیلم‌هایی است که همگی روی من تاثیر ژرف، عمیق و غیر قابل انکاری گذاشته است. 
«مسافر» من را با جهان سادگی آشنا کرد. جهانی که در بستر یک روستا و اهمیت علاقه یک کودک روایت می‌شود. علاقه کودک درون فیلم به فوتبال یادآور اهمیت و شوق زندگی است که در نتیجه اتفاقات ساده‌ای امید و نیرو محرکه آن از دست می‌رود. چیزی که شاید در voice هم شاهدش باشیم.
«تجربه» من را با درک عمیقی از شناخت شخصی انسان آشنا کرد و سبب شد تا برای شخصیت‌پردازی کاراکترهایم اهمیت ویژه‌ای قائل شوم.  
«خانه دوست کجاست» به من نشان داد که می‌توان در طبیعتی بکر بود اما مدهوش آن نشد و داستان خود را کارگردان‌گونه روایت کرد. همین موضوع کمک کرد تا کارگردانی برایم معنای دیگری پیدا کند.
«طعم گیلاس» در عین سادگی روایت بزرگترین جنگ بشریت است. جنگی که شاید هر کدام از ما آن را حداقل در ذهن خود همراه داریم. جنگ بین دوست داشتن / دوست نداشتن و امید / ناامیدی. زن و مرد فیلم voice نیز دچار چالش این کهن‌الگوها هستند. 
در فیلم «ده» نیز با روایت یک درگیری پیچیده خانوادگی از زاویه‌ای ساده مواجهیم اما آنچه این فیلم را برای شخص من جذاب کرد، استفاده از فرم فیلمسازی است که اتفاقا در فیلم voice نیز شاهد آن هستیم. هر دو این آثار در ماشین و در یک فضای محدود و محبوس شده روایت می‌شوند.",2024-06-02 10:13:26.688659+00:00,True,False,False,False,Male,33.0,ٖ14:47,Yes
Iran,Iran,Fiction,22:36,2024,ارتباطی که میتونم اشاره کنم در مورد فیلمم با آثار استاد کیارستمی صبور و عجول بودن کاراکتر بین دو انتخاب سختی قرار میگیره یکی پیشرفت و اون یکی دلبستگی خانوادگی به پدرش، از جمله اتفاقاتی که تو فیلمنامه میشه بهش اشاره کرد زاویه نگاه خودم نسبت به جهان بینی فیلم‌های استاد کیارستمی بود که تا جایی که در توانم بود میخواستم در دنیای فیلمم جاری باشه.,"بله. از اثر درخت گیلاس برداشتی داشتم نسبت به دیدگاه نوئی به نرگس که میتونه دوباره زندگی دیگری رو به جریان بندازه. میخواستم توی فیلم خودم این رو نشون بدم که بعد از مرگ هم جای خالی وجود نداره .
کاراکتری که وجود خارجی نداره اما من هنوز دارم باهاش زندگی میکنم. اما این بار با نت‌های پیانو کنار پدرم که از دنیا رفته است.",2024-06-02 10:31:23.055221+00:00,True,False,False,False,Male,,22:36,Yes
